G,term,estimate,std.error,statistic,p.value,e_value,conf.low,conf.high
9,`Job Plans`interviews with employer,0.051178923742987575,0.2405133166220466,0.2127903954000702,1,0.9757002652877894,-Inf,Inf
9,`Job Plans`no plans to look for work,-0.1368983884337626,0.2856199295434232,-0.47930264758695607,1,0.980652518148746,-Inf,Inf
9,`Reason for Application`seek better job,0.010305836708278619,0.2212802151565779,0.04657369255080581,1,0.9745144508378099,-Inf,Inf
9,`Reason for Application`escape persecution,-0.05122228043230079,0.41383518953613607,-0.12377458883986003,1,0.9748773522413937,-Inf,Inf
9,`Prior Entry`once as tourist,0.15186403687016883,0.14051297342664776,1.0807830278351251,0.9968707814807451,1.003139041265315,-Inf,Inf
9,`Prior Entry`many times as tourist,0.33861993279815583,0.18073286139393843,1.873593602106898,0.9570676479656253,1.044858220968636,-Inf,Inf
9,`Prior Entry`six months with family,0.2147490681017228,0.18855923812321296,1.1388944410212152,0.9941167967011793,1.0059180202148714,-Inf,Inf
9,`Prior Entry`once w/o authorization,-0.09608710673778798,0.1052446213913041,-0.9129882883091186,1,0.9956009084096603,-Inf,Inf
10,Gendermale,0.05396726964484675,0.13241165712431435,0.40757189221021317,1,0.9766574631133622,-Inf,Inf
10,Education4th grade,0.04488999906099638,0.15545442440695978,0.28876630068424497,1,0.9742249233474584,-Inf,Inf
10,Education8th grade,0.20141792300066058,0.3000142947162114,0.6713610869481577,1,0.9847528725737816,-Inf,Inf
10,Educationhigh school,0.33978841925823006,0.20627315518579228,1.6472740670116732,0.9643508665242494,1.0369669740685137,-Inf,Inf
10,Educationtwo-year college,0.041564081372472736,0.23244497771430675,0.17881255934709106,1,0.9726945027652967,-Inf,Inf
10,Educationcollege degree,0.2251824026873117,0.21860067459389937,1.0301084528016182,0.9991966109652138,1.0008040349876788,-Inf,Inf
10,Educationgraduate degree,-0.08243806732633024,0.18394242754643883,-0.44817320520312043,1,0.9776681717755883,-Inf,Inf
10,`Language Skills`broken English,0.24885144732597206,0.1916437556381871,1.2985105958567724,0.9846290917654722,1.0156108613518287,-Inf,Inf
10,`Language Skills`tried English but unable,0.04447536062670425,0.12151638450849256,0.3660029946298801,1,0.9757163084997553,-Inf,Inf
10,`Language Skills`used interpreter,-0.1618535288267103,0.14952676974563683,-1.0824384764149109,0.9964766624013456,1.0035357953995268,-Inf,Inf
10,`Country of Origin`Germany,0.26237334271843277,0.15849855426777532,1.6553674191574406,0.9638747394252827,1.0374792066822471,-Inf,Inf
