responseid	dv	contest	winner	sample	female_respondent	orig_cand_female	orig_cand_gender_string	orig_0ys	orig_1ys	orig_3ys	orig_8ys	orig_UN_sp	orig_FM_sp	orig_MD_sp	orig_teach	orig_law	orig_may	orig_leg	orig_0ch	orig_1ch	orig_3ch	orig_29	orig_45	orig_65	democrat_respondent	republican_respondent	replication	first_orig
"29usa voter"	2.0	1.0	0.0	"usa voter"	0.0	1.0	"Female"	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1.0	0.0	0.0	
"29usa voter"	2.0	1.0	1.0	"usa voter"	0.0	0.0	"Male"	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1.0	0.0	0.0	
"29usa voter"	2.0	2.0	1.0	"usa voter"	0.0	0.0	"Male"	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1.0	0.0	0.0	
"29usa voter"	2.0	2.0	0.0	"usa voter"	0.0	1.0	"Female"	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1.0	0.0	0.0	
"29usa voter"	2.0	3.0	0.0	"usa voter"	0.0	0.0	"Male"	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1.0	0.0	0.0	
"29usa voter"	2.0	3.0	1.0	"usa voter"	0.0	1.0	"Female"	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1.0	0.0	0.0	
"30usa voter"	3.0	1.0	0.0	"usa voter"	0.0	1.0	"Female"	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0.0	1.0	0.0	
"30usa voter"	3.0	1.0	1.0	"usa voter"	0.0	1.0	"Female"	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0.0	1.0	0.0	
"30usa voter"	3.0	2.0	1.0	"usa voter"	0.0	0.0	"Male"	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0.0	1.0	0.0	
"30usa voter"	3.0	2.0	0.0	"usa voter"	0.0	1.0	"Female"	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0.0	1.0	0.0	
"30usa voter"	3.0	3.0	1.0	"usa voter"	0.0	0.0	"Male"	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0.0	1.0	0.0	
"30usa voter"	3.0	3.0	0.0	"usa voter"	0.0	1.0	"Female"	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0.0	1.0	0.0	
"31usa voter"	1.0	1.0	1.0	"usa voter"	1.0	0.0	"Male"	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1.0	0.0	0.0	
"31usa voter"	1.0	1.0	0.0	"usa voter"	1.0	1.0	"Female"	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1.0	0.0	0.0	
"31usa voter"	1.0	2.0	0.0	"usa voter"	1.0	1.0	"Female"	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1.0	0.0	0.0	
"31usa voter"	1.0	2.0	1.0	"usa voter"	1.0	0.0	"Male"	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1.0	0.0	0.0	
"31usa voter"	1.0	3.0	0.0	"usa voter"	1.0	0.0	"Male"	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1.0	0.0	0.0	
"31usa voter"	1.0	3.0	1.0	"usa voter"	1.0	1.0	"Female"	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1.0	0.0	0.0	
"32usa voter"	2.0	1.0	0.0	"usa voter"	1.0	0.0	"Male"	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1.0	0.0	0.0	
"32usa voter"	2.0	1.0	1.0	"usa voter"	1.0	0.0	"Male"	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1.0	0.0	0.0	
"32usa voter"	2.0	2.0	0.0	"usa voter"	1.0	1.0	"Female"	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1.0	0.0	0.0	
"32usa voter"	2.0	2.0	1.0	"usa voter"	1.0	0.0	"Male"	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1.0	0.0	0.0	
"32usa voter"	2.0	3.0	1.0	"usa voter"	1.0	1.0	"Female"	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1.0	0.0	0.0	
"32usa voter"	2.0	3.0	0.0	"usa voter"	1.0	0.0	"Male"	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1.0	0.0	0.0	
"33usa voter"	3.0	1.0	0.0	"usa voter"	1.0	1.0	"Female"	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0.0	1.0	0.0	
"33usa voter"	3.0	1.0	1.0	"usa voter"	1.0	1.0	"Female"	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0.0	1.0	0.0	
"33usa voter"	3.0	2.0	0.0	"usa voter"	1.0	0.0	"Male"	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0.0	1.0	0.0	
"33usa voter"	3.0	2.0	1.0	"usa voter"	1.0	0.0	"Male"	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0.0	1.0	0.0	
"33usa voter"	3.0	3.0	1.0	"usa voter"	1.0	0.0	"Male"	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0.0	1.0	0.0	
"33usa voter"	3.0	3.0	0.0	"usa voter"	1.0	1.0	"Female"	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0.0	1.0	0.0	
"34usa voter"	1.0	1.0	1.0	"usa voter"	1.0	1.0	"Female"	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1.0	0.0	0.0	
"34usa voter"	1.0	1.0	0.0	"usa voter"	1.0	1.0	"Female"	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1.0	0.0	0.0	
"34usa voter"	1.0	2.0	1.0	"usa voter"	1.0	1.0	"Female"	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	1.0	0.0	0.0	
"34usa voter"	1.0	2.0	0.0	"usa voter"	1.0	0.0	"Male"	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1.0	0.0	0.0	
"34usa voter"	1.0	3.0	0.0	"usa voter"	1.0	1.0	"Female"	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1.0	0.0	0.0	
"34usa voter"	1.0	3.0	1.0	"usa voter"	1.0	1.0	"Female"	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1.0	0.0	0.0	
"35usa voter"	2.0	1.0	1.0	"usa voter"	1.0	0.0	"Male"	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0.0	0.0	0.0	
"35usa voter"	2.0	1.0	0.0	"usa voter"	1.0	0.0	"Male"	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0.0	0.0	0.0	
"35usa voter"	2.0	2.0	0.0	"usa voter"	1.0	0.0	"Male"	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0.0	0.0	0.0	
"35usa voter"	2.0	2.0	1.0	"usa voter"	1.0	1.0	"Female"	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0.0	0.0	0.0	
"35usa voter"	2.0	3.0	0.0	"usa voter"	1.0	0.0	"Male"	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.0	0.0	0.0	
"35usa voter"	2.0	3.0	1.0	"usa voter"	1.0	1.0	"Female"	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0.0	0.0	0.0	
"36usa voter"	3.0	1.0	0.0	"usa voter"	1.0	0.0	"Male"	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0.0	1.0	0.0	
"36usa voter"	3.0	1.0	1.0	"usa voter"	1.0	1.0	"Female"	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0.0	1.0	0.0	
"36usa voter"	3.0	2.0	1.0	"usa voter"	1.0	0.0	"Male"	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0.0	1.0	0.0	
"36usa voter"	3.0	2.0	0.0	"usa voter"	1.0	1.0	"Female"	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0.0	1.0	0.0	
"36usa voter"	3.0	3.0	1.0	"usa voter"	1.0	0.0	"Male"	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0.0	1.0	0.0	
"36usa voter"	3.0	3.0	0.0	"usa voter"	1.0	1.0	"Female"	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0.0	1.0	0.0	
"37usa voter"	1.0	1.0	0.0	"usa voter"	1.0	1.0	"Female"	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0.0	1.0	0.0	
"37usa voter"	1.0	1.0	1.0	"usa voter"	1.0	0.0	"Male"	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0.0	1.0	0.0	
"37usa voter"	1.0	2.0	1.0	"usa voter"	1.0	0.0	"Male"	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0.0	1.0	0.0	
"37usa voter"	1.0	2.0	0.0	"usa voter"	1.0	1.0	"Female"	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0.0	1.0	0.0	
"37usa voter"	1.0	3.0	0.0	"usa voter"	1.0	1.0	"Female"	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0.0	1.0	0.0	
"37usa voter"	1.0	3.0	1.0	"usa voter"	1.0	0.0	"Male"	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0.0	1.0	0.0	
"38usa voter"	2.0	1.0	0.0	"usa voter"	0.0	1.0	"Female"	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0.0	1.0	0.0	
"38usa voter"	2.0	1.0	1.0	"usa voter"	0.0	0.0	"Male"	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0.0	1.0	0.0	
"38usa voter"	2.0	2.0	1.0	"usa voter"	0.0	1.0	"Female"	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0.0	1.0	0.0	
"38usa voter"	2.0	2.0	0.0	"usa voter"	0.0	1.0	"Female"	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0.0	1.0	0.0	
"38usa voter"	2.0	3.0	1.0	"usa voter"	0.0	1.0	"Female"	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0.0	1.0	0.0	
"38usa voter"	2.0	3.0	0.0	"usa voter"	0.0	1.0	"Female"	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.0	1.0	0.0	
"39usa voter"	3.0	1.0	0.0	"usa voter"	0.0	1.0	"Female"	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0.0	1.0	0.0	
"39usa voter"	3.0	1.0	1.0	"usa voter"	0.0	1.0	"Female"	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0.0	1.0	0.0	
"39usa voter"	3.0	2.0	0.0	"usa voter"	0.0	1.0	"Female"	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0.0	1.0	0.0	
"39usa voter"	3.0	2.0	1.0	"usa voter"	0.0	0.0	"Male"	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0.0	1.0	0.0	
"39usa voter"	3.0	3.0	0.0	"usa voter"	0.0	0.0	"Male"	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0.0	1.0	0.0	
"39usa voter"	3.0	3.0	1.0	"usa voter"	0.0	0.0	"Male"	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0.0	1.0	0.0	
"40usa voter"	1.0	1.0	1.0	"usa voter"	1.0	0.0	"Male"	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0.0	1.0	0.0	
"40usa voter"	1.0	1.0	0.0	"usa voter"	1.0	0.0	"Male"	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0.0	1.0	0.0	
"40usa voter"	1.0	2.0	1.0	"usa voter"	1.0	1.0	"Female"	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0.0	1.0	0.0	
"40usa voter"	1.0	2.0	0.0	"usa voter"	1.0	0.0	"Male"	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.0	1.0	0.0	
"40usa voter"	1.0	3.0	0.0	"usa voter"	1.0	1.0	"Female"	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0.0	1.0	0.0	
"40usa voter"	1.0	3.0	1.0	"usa voter"	1.0	1.0	"Female"	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0.0	1.0	0.0	
"41usa voter"	2.0	1.0	1.0	"usa voter"	1.0	1.0	"Female"	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0.0	1.0	0.0	
"41usa voter"	2.0	1.0	0.0	"usa voter"	1.0	0.0	"Male"	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0.0	1.0	0.0	
"41usa voter"	2.0	2.0	1.0	"usa voter"	1.0	1.0	"Female"	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0.0	1.0	0.0	
"41usa voter"	2.0	2.0	0.0	"usa voter"	1.0	0.0	"Male"	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0.0	1.0	0.0	
"41usa voter"	2.0	3.0	1.0	"usa voter"	1.0	0.0	"Male"	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0.0	1.0	0.0	
"41usa voter"	2.0	3.0	0.0	"usa voter"	1.0	0.0	"Male"	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0.0	1.0	0.0	
"42usa voter"	3.0	1.0	0.0	"usa voter"	1.0	0.0	"Male"	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1.0	0.0	0.0	
"42usa voter"	3.0	1.0	1.0	"usa voter"	1.0	0.0	"Male"	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1.0	0.0	0.0	
"42usa voter"	3.0	2.0	1.0	"usa voter"	1.0	1.0	"Female"	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1.0	0.0	0.0	
"42usa voter"	3.0	2.0	0.0	"usa voter"	1.0	0.0	"Male"	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	1.0	0.0	0.0	
"42usa voter"	3.0	3.0	1.0	"usa voter"	1.0	1.0	"Female"	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1.0	0.0	0.0	
"42usa voter"	3.0	3.0	0.0	"usa voter"	1.0	1.0	"Female"	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1.0	0.0	0.0	
"43usa voter"	1.0	1.0	1.0	"usa voter"	1.0	1.0	"Female"	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0.0	1.0	0.0	
"43usa voter"	1.0	1.0	0.0	"usa voter"	1.0	1.0	"Female"	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0.0	1.0	0.0	
"43usa voter"	1.0	2.0	1.0	"usa voter"	1.0	1.0	"Female"	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0.0	1.0	0.0	
"43usa voter"	1.0	2.0	0.0	"usa voter"	1.0	0.0	"Male"	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0.0	1.0	0.0	
"43usa voter"	1.0	3.0	1.0	"usa voter"	1.0	1.0	"Female"	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0.0	1.0	0.0	
"43usa voter"	1.0	3.0	0.0	"usa voter"	1.0	0.0	"Male"	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0.0	1.0	0.0	
"44usa voter"	2.0	1.0	1.0	"usa voter"	0.0	0.0	"Male"	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0.0	1.0	0.0	
"44usa voter"	2.0	1.0	0.0	"usa voter"	0.0	0.0	"Male"	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0.0	1.0	0.0	
"44usa voter"	2.0	2.0	0.0	"usa voter"	0.0	0.0	"Male"	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0.0	1.0	0.0	
"44usa voter"	2.0	2.0	1.0	"usa voter"	0.0	1.0	"Female"	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0.0	1.0	0.0	
"44usa voter"	2.0	3.0	0.0	"usa voter"	0.0	0.0	"Male"	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0.0	1.0	0.0	
"44usa voter"	2.0	3.0	1.0	"usa voter"	0.0	1.0	"Female"	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0.0	1.0	0.0	
"45usa voter"	3.0	1.0	1.0	"usa voter"	0.0	1.0	"Female"	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1.0	0.0	0.0	
"45usa voter"	3.0	1.0	0.0	"usa voter"	0.0	0.0	"Male"	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1.0	0.0	0.0	
"45usa voter"	3.0	2.0	0.0	"usa voter"	0.0	0.0	"Male"	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1.0	0.0	0.0	
"45usa voter"	3.0	2.0	1.0	"usa voter"	0.0	0.0	"Male"	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1.0	0.0	0.0	
"45usa voter"	3.0	3.0	1.0	"usa voter"	0.0	0.0	"Male"	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1.0	0.0	0.0	
"45usa voter"	3.0	3.0	0.0	"usa voter"	0.0	0.0	"Male"	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1.0	0.0	0.0	
"46usa voter"	1.0	1.0	0.0	"usa voter"	1.0	0.0	"Male"	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0.0	1.0	0.0	
"46usa voter"	1.0	1.0	1.0	"usa voter"	1.0	0.0	"Male"	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0.0	1.0	0.0	
"46usa voter"	1.0	2.0	1.0	"usa voter"	1.0	0.0	"Male"	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0.0	1.0	0.0	
"46usa voter"	1.0	2.0	0.0	"usa voter"	1.0	1.0	"Female"	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0.0	1.0	0.0	
"46usa voter"	1.0	3.0	0.0	"usa voter"	1.0	0.0	"Male"	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0.0	1.0	0.0	
"46usa voter"	1.0	3.0	1.0	"usa voter"	1.0	1.0	"Female"	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0.0	1.0	0.0	
"47usa voter"	2.0	1.0	1.0	"usa voter"	0.0	0.0	"Male"	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0.0	1.0	0.0	
"47usa voter"	2.0	1.0	0.0	"usa voter"	0.0	1.0	"Female"	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0.0	1.0	0.0	
"47usa voter"	2.0	2.0	0.0	"usa voter"	0.0	0.0	"Male"	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0.0	1.0	0.0	
"47usa voter"	2.0	2.0	1.0	"usa voter"	0.0	1.0	"Female"	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0.0	1.0	0.0	
"47usa voter"	2.0	3.0	1.0	"usa voter"	0.0	1.0	"Female"	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0.0	1.0	0.0	
"47usa voter"	2.0	3.0	0.0	"usa voter"	0.0	1.0	"Female"	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0.0	1.0	0.0	
"48usa voter"	3.0	1.0	0.0	"usa voter"	0.0	1.0	"Female"	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1.0	0.0	0.0	
"48usa voter"	3.0	1.0	1.0	"usa voter"	0.0	0.0	"Male"	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1.0	0.0	0.0	
"48usa voter"	3.0	2.0	1.0	"usa voter"	0.0	1.0	"Female"	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1.0	0.0	0.0	
"48usa voter"	3.0	2.0	0.0	"usa voter"	0.0	0.0	"Male"	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1.0	0.0	0.0	
"48usa voter"	3.0	3.0	0.0	"usa voter"	0.0	1.0	"Female"	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1.0	0.0	0.0	
"48usa voter"	3.0	3.0	1.0	"usa voter"	0.0	1.0	"Female"	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1.0	0.0	0.0	
"49usa voter"	1.0	1.0	0.0	"usa voter"	0.0	0.0	"Male"	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0.0	1.0	0.0	
"49usa voter"	1.0	1.0	1.0	"usa voter"	0.0	1.0	"Female"	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0.0	1.0	0.0	
"49usa voter"	1.0	2.0	1.0	"usa voter"	0.0	0.0	"Male"	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0.0	1.0	0.0	
"49usa voter"	1.0	2.0	0.0	"usa voter"	0.0	1.0	"Female"	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0.0	1.0	0.0	
"49usa voter"	1.0	3.0	1.0	"usa voter"	0.0	1.0	"Female"	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0.0	1.0	0.0	
"49usa voter"	1.0	3.0	0.0	"usa voter"	0.0	1.0	"Female"	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0.0	1.0	0.0	
"51usa voter"	3.0	1.0	0.0	"usa voter"	0.0	1.0	"Female"	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0.0	1.0	0.0	
"51usa voter"	3.0	1.0	1.0	"usa voter"	0.0	1.0	"Female"	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0.0	1.0	0.0	
"51usa voter"	3.0	2.0	0.0	"usa voter"	0.0	1.0	"Female"	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0.0	1.0	0.0	
"51usa voter"	3.0	2.0	1.0	"usa voter"	0.0	1.0	"Female"	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0.0	1.0	0.0	
"51usa voter"	3.0	3.0	1.0	"usa voter"	0.0	1.0	"Female"	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0.0	1.0	0.0	
"51usa voter"	3.0	3.0	0.0	"usa voter"	0.0	0.0	"Male"	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0.0	1.0	0.0	
"52usa voter"	1.0	1.0	0.0	"usa voter"	0.0	1.0	"Female"	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0.0	1.0	0.0	
"52usa voter"	1.0	1.0	1.0	"usa voter"	0.0	1.0	"Female"	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0.0	1.0	0.0	
"52usa voter"	1.0	2.0	0.0	"usa voter"	0.0	0.0	"Male"	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0.0	1.0	0.0	
"52usa voter"	1.0	2.0	1.0	"usa voter"	0.0	0.0	"Male"	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0.0	1.0	0.0	
"52usa voter"	1.0	3.0	1.0	"usa voter"	0.0	1.0	"Female"	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0.0	1.0	0.0	
"52usa voter"	1.0	3.0	0.0	"usa voter"	0.0	0.0	"Male"	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0.0	1.0	0.0	
"53usa voter"	2.0	1.0	1.0	"usa voter"	1.0	0.0	"Male"	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0.0	0.0	0.0	
"53usa voter"	2.0	1.0	0.0	"usa voter"	1.0	0.0	"Male"	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0.0	0.0	0.0	
"53usa voter"	2.0	2.0	1.0	"usa voter"	1.0	0.0	"Male"	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0.0	0.0	0.0	
"53usa voter"	2.0	2.0	0.0	"usa voter"	1.0	1.0	"Female"	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0.0	0.0	0.0	
"53usa voter"	2.0	3.0	0.0	"usa voter"	1.0	1.0	"Female"	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0.0	0.0	0.0	
"53usa voter"	2.0	3.0	1.0	"usa voter"	1.0	1.0	"Female"	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0.0	0.0	0.0	
"54usa voter"	3.0	1.0	0.0	"usa voter"	1.0	0.0	"Male"	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0.0	0.0	0.0	
"54usa voter"	3.0	1.0	1.0	"usa voter"	1.0	1.0	"Female"	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0.0	0.0	0.0	
"54usa voter"	3.0	2.0	1.0	"usa voter"	1.0	0.0	"Male"	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0.0	0.0	0.0	
"54usa voter"	3.0	2.0	0.0	"usa voter"	1.0	1.0	"Female"	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0.0	0.0	0.0	
"54usa voter"	3.0	3.0	0.0	"usa voter"	1.0	0.0	"Male"	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0.0	0.0	0.0	
"54usa voter"	3.0	3.0	1.0	"usa voter"	1.0	0.0	"Male"	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0.0	0.0	0.0	
"55usa voter"	1.0	1.0	0.0	"usa voter"	1.0	0.0	"Male"	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0.0	1.0	0.0	
"55usa voter"	1.0	1.0	1.0	"usa voter"	1.0	0.0	"Male"	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0.0	1.0	0.0	
"55usa voter"	1.0	2.0	1.0	"usa voter"	1.0	1.0	"Female"	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0.0	1.0	0.0	
"55usa voter"	1.0	2.0	0.0	"usa voter"	1.0	1.0	"Female"	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0.0	1.0	0.0	
"55usa voter"	1.0	3.0	1.0	"usa voter"	1.0	0.0	"Male"	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0.0	1.0	0.0	
"55usa voter"	1.0	3.0	0.0	"usa voter"	1.0	0.0	"Male"	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0.0	1.0	0.0	
"56usa voter"	2.0	1.0	1.0	"usa voter"	1.0	0.0	"Male"	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0.0	1.0	0.0	
"56usa voter"	2.0	1.0	0.0	"usa voter"	1.0	0.0	"Male"	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0.0	1.0	0.0	
