responseid,resp_order,contest,winner,orig_1ys,orig_3ys,orig_8ys,orig_FM_sp,orig_MD_sp,orig_law,orig_may,orig_leg,orig_1ch,orig_3ch,orig_45,orig_65,orig_cand_female
1714usa voter,1588,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
1714usa voter,1588,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0
1714usa voter,1588,2,0,0,1,0,1,0,0,0,1,0,0,1,0,1
1714usa voter,1588,3,0,1,0,0,1,0,0,1,0,0,1,1,0,0
1714usa voter,1588,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1715usa voter,1589,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1715usa voter,1589,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1715usa voter,1589,2,1,0,1,0,0,1,1,0,0,0,0,0,1,1
1715usa voter,1589,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1715usa voter,1589,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1715usa voter,1589,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1716usa voter,1590,2,1,0,1,0,0,1,0,0,1,0,1,0,1,1
1716usa voter,1590,2,0,0,0,1,1,0,1,0,0,0,0,0,1,1
1716usa voter,1590,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1716usa voter,1590,3,1,0,0,1,0,0,0,1,0,0,1,0,1,1
1717usa voter,1591,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
1717usa voter,1591,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1717usa voter,1591,2,0,0,1,0,1,0,0,0,1,0,1,1,0,0
1717usa voter,1591,2,1,0,0,1,0,1,0,1,0,0,1,0,0,1
1717usa voter,1591,3,1,0,0,1,0,0,0,1,0,0,1,0,1,1
1717usa voter,1591,3,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1719usa voter,1592,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0
1719usa voter,1592,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1
1719usa voter,1592,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1719usa voter,1592,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1719usa voter,1592,3,0,1,0,0,0,0,0,0,1,1,0,1,0,0
1719usa voter,1592,3,1,0,0,0,0,1,0,1,0,1,0,1,0,1
1720usa voter,1593,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
1720usa voter,1593,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1
1720usa voter,1593,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0
1720usa voter,1593,2,0,0,0,1,0,1,0,0,1,0,1,0,1,1
1720usa voter,1593,3,1,0,1,0,0,0,0,0,1,1,0,0,0,1
1720usa voter,1593,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0
1721usa voter,1594,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
1721usa voter,1594,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1721usa voter,1594,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1721usa voter,1594,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0
1721usa voter,1594,3,0,0,1,0,0,1,0,0,1,0,0,0,1,1
1721usa voter,1594,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0
1722usa voter,1595,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1
1722usa voter,1595,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1
1722usa voter,1595,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1722usa voter,1595,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1
1722usa voter,1595,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1722usa voter,1595,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1723usa voter,1596,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1
1723usa voter,1596,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1723usa voter,1596,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1723usa voter,1596,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0
1723usa voter,1596,3,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1723usa voter,1596,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0
1724usa voter,1597,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1724usa voter,1597,3,1,1,0,0,0,1,1,0,0,0,1,0,1,0
1725usa voter,1598,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
1725usa voter,1598,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1725usa voter,1598,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1
1725usa voter,1598,2,0,0,0,1,0,1,1,0,0,0,1,1,0,1
1725usa voter,1598,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1725usa voter,1598,3,1,0,0,0,1,0,0,0,0,0,1,1,0,1
1726usa voter,1599,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
1726usa voter,1599,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0
1726usa voter,1599,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1726usa voter,1599,2,1,0,0,1,0,0,0,1,0,1,0,0,1,1
1726usa voter,1599,3,1,1,0,0,1,0,1,0,0,1,0,1,0,1
1726usa voter,1599,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1727usa voter,1600,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1727usa voter,1600,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1
1727usa voter,1600,2,1,0,0,0,1,0,0,0,1,1,0,1,0,0
1727usa voter,1600,2,0,1,0,0,1,0,0,1,0,1,0,0,1,1
1727usa voter,1600,3,1,0,0,0,1,0,1,0,0,0,1,1,0,0
1727usa voter,1600,3,0,1,0,0,0,1,1,0,0,0,0,0,0,1
1728usa voter,1601,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0
1728usa voter,1601,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
1728usa voter,1601,2,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1728usa voter,1601,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1
1728usa voter,1601,3,1,0,0,0,0,1,1,0,0,1,0,0,0,0
1728usa voter,1601,3,0,1,0,0,0,0,1,0,0,0,1,0,1,1
1729usa voter,1602,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1729usa voter,1602,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
1729usa voter,1602,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1729usa voter,1602,2,0,1,0,0,0,0,0,1,0,1,0,0,1,1
1729usa voter,1602,3,0,0,1,0,1,0,0,1,0,0,0,0,1,1
1729usa voter,1602,3,1,1,0,0,1,0,1,0,0,0,1,0,0,0
1730usa voter,1603,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1730usa voter,1603,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0
1730usa voter,1603,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1730usa voter,1603,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0
1730usa voter,1603,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1730usa voter,1603,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1731usa voter,1604,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
1731usa voter,1604,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0
1731usa voter,1604,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1731usa voter,1604,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1731usa voter,1604,3,0,1,0,0,0,1,1,0,0,0,1,1,0,1
1731usa voter,1604,3,1,0,1,0,1,0,0,0,0,0,1,1,0,1
1732usa voter,1605,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1
1732usa voter,1605,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1732usa voter,1605,2,1,0,0,1,1,0,0,0,0,0,1,1,0,1
1732usa voter,1605,2,0,1,0,0,0,1,0,1,0,1,0,0,1,0
1732usa voter,1605,3,0,0,0,0,1,0,1,0,0,1,0,0,1,1
1732usa voter,1605,3,1,0,1,0,1,0,0,0,0,1,0,1,0,1
1733usa voter,1606,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1
1733usa voter,1606,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1733usa voter,1606,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1
1733usa voter,1606,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1733usa voter,1606,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1733usa voter,1606,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1734usa voter,1607,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1
1734usa voter,1607,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1734usa voter,1607,2,1,0,0,1,0,1,1,0,0,1,0,0,0,1
1734usa voter,1607,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1734usa voter,1607,3,1,0,0,1,0,1,0,1,0,0,1,0,1,1
1734usa voter,1607,3,0,0,0,0,0,1,0,0,1,0,1,0,1,0
1735usa voter,1608,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
1735usa voter,1608,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0
1735usa voter,1608,2,1,0,0,1,1,0,1,0,0,0,1,0,0,1
1735usa voter,1608,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1735usa voter,1608,3,1,0,0,1,0,1,0,0,1,0,1,1,0,1
1735usa voter,1608,3,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1739usa voter,1609,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1739usa voter,1609,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1739usa voter,1609,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1739usa voter,1609,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0
1739usa voter,1609,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1739usa voter,1609,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0
1740usa voter,1610,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1740usa voter,1610,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1
1740usa voter,1610,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1740usa voter,1610,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0
1740usa voter,1610,3,1,0,0,1,1,0,0,0,1,1,0,1,0,0
1740usa voter,1610,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1741usa voter,1611,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1741usa voter,1611,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1
1741usa voter,1611,2,0,1,0,0,1,0,0,1,0,0,1,0,1,1
1741usa voter,1611,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1741usa voter,1611,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1741usa voter,1611,3,1,0,0,1,1,0,0,0,1,1,0,0,0,1
1742usa voter,1612,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1742usa voter,1612,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
1742usa voter,1612,2,1,0,1,0,0,0,0,1,0,0,1,1,0,0
1742usa voter,1612,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1742usa voter,1612,3,0,1,0,0,0,1,0,1,0,1,0,1,0,0
1742usa voter,1612,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1743usa voter,1613,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0
1743usa voter,1613,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1743usa voter,1613,2,1,0,1,0,0,1,1,0,0,0,1,0,0,1
1743usa voter,1613,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1743usa voter,1613,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1743usa voter,1613,3,0,0,0,1,1,0,0,0,0,1,0,1,0,0
1744usa voter,1614,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1744usa voter,1614,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1744usa voter,1614,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1
1744usa voter,1614,2,0,0,0,0,1,0,0,0,1,0,1,1,0,1
1744usa voter,1614,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1744usa voter,1614,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1746usa voter,1615,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1746usa voter,1615,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1
1746usa voter,1615,2,1,0,1,0,0,1,0,1,0,0,1,0,1,0
1746usa voter,1615,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0
1746usa voter,1615,3,1,1,0,0,0,0,0,1,0,1,0,0,1,0
1746usa voter,1615,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1749usa voter,1616,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1
1749usa voter,1616,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1
1749usa voter,1616,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1749usa voter,1616,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1749usa voter,1616,3,0,0,0,1,1,0,1,0,0,0,0,1,0,1
1749usa voter,1616,3,1,0,1,0,1,0,0,0,1,0,1,0,1,0
1750usa voter,1617,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1750usa voter,1617,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1750usa voter,1617,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1750usa voter,1617,2,1,0,1,0,1,0,0,0,1,0,0,0,0,1
1750usa voter,1617,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1750usa voter,1617,3,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1751usa voter,1618,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
1751usa voter,1618,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1751usa voter,1618,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1751usa voter,1618,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1751usa voter,1618,3,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1751usa voter,1618,3,0,1,0,0,0,1,1,0,0,0,0,0,1,1
1752usa voter,1619,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1752usa voter,1619,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1
1752usa voter,1619,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1
1752usa voter,1619,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1752usa voter,1619,3,1,0,0,0,1,0,0,1,0,0,1,1,0,0
1752usa voter,1619,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1753usa voter,1620,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
1753usa voter,1620,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1753usa voter,1620,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1753usa voter,1620,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1753usa voter,1620,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1753usa voter,1620,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1754usa voter,1621,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1
1754usa voter,1621,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1
1754usa voter,1621,2,1,0,1,0,0,1,0,1,0,0,1,1,0,0
1754usa voter,1621,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0
1754usa voter,1621,3,1,0,1,0,1,0,0,1,0,0,0,1,0,0
1754usa voter,1621,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1755usa voter,1622,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1755usa voter,1622,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0
1755usa voter,1622,2,1,1,0,0,0,1,0,0,1,1,0,0,1,0
1755usa voter,1622,2,0,0,0,1,0,0,1,0,0,0,1,0,1,1
1755usa voter,1622,3,0,0,0,1,0,1,1,0,0,1,0,0,0,1
1755usa voter,1622,3,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1756usa voter,1623,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
1756usa voter,1623,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1756usa voter,1623,2,1,1,0,0,1,0,1,0,0,0,0,0,1,0
1756usa voter,1623,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1756usa voter,1623,3,1,0,0,1,1,0,0,0,0,1,0,0,1,0
1756usa voter,1623,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1757usa voter,1624,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1757usa voter,1624,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
1757usa voter,1624,2,0,0,0,0,0,1,1,0,0,1,0,0,0,1
1757usa voter,1624,2,1,0,1,0,0,1,1,0,0,0,0,0,0,1
1757usa voter,1624,3,1,0,0,1,0,0,0,0,0,0,1,1,0,0
1757usa voter,1624,3,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1758usa voter,1625,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1
1758usa voter,1625,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1758usa voter,1625,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1
1758usa voter,1625,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1758usa voter,1625,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1758usa voter,1625,3,1,0,1,0,1,0,0,1,0,1,0,0,0,1
1759usa voter,1626,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0
1759usa voter,1626,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1759usa voter,1626,2,1,1,0,0,1,0,0,0,1,1,0,0,1,1
1759usa voter,1626,2,0,1,0,0,0,1,0,1,0,0,0,0,1,1
1759usa voter,1626,3,1,1,0,0,0,1,0,0,1,0,1,0,0,0
1759usa voter,1626,3,0,1,0,0,0,0,0,0,1,1,0,1,0,1
1760usa voter,1627,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1
1760usa voter,1627,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1
1760usa voter,1627,2,1,0,0,1,0,1,0,1,0,1,0,0,0,0
1760usa voter,1627,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1760usa voter,1627,3,1,0,1,0,0,1,0,1,0,0,1,0,0,0
1760usa voter,1627,3,0,1,0,0,0,1,0,0,1,0,1,1,0,0
1761usa voter,1628,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1761usa voter,1628,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1761usa voter,1628,2,0,0,0,1,0,0,0,1,0,0,1,0,1,1
1761usa voter,1628,2,1,1,0,0,0,1,1,0,0,0,1,0,1,1
1761usa voter,1628,3,0,0,0,0,0,1,1,0,0,1,0,1,0,0
1761usa voter,1628,3,1,1,0,0,1,0,0,0,1,1,0,0,1,1
1762usa voter,1629,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0
1762usa voter,1629,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1762usa voter,1629,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1762usa voter,1629,2,1,0,1,0,0,1,1,0,0,0,0,0,1,0
1762usa voter,1629,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1762usa voter,1629,3,1,0,1,0,1,0,1,0,0,0,0,0,1,0
1763usa voter,1630,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1
1763usa voter,1630,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1763usa voter,1630,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1763usa voter,1630,2,0,0,0,1,1,0,1,0,0,1,0,1,0,1
1763usa voter,1630,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1763usa voter,1630,3,0,0,0,1,0,1,0,0,1,1,0,1,0,0
1764usa voter,1631,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1764usa voter,1631,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0
1764usa voter,1631,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1764usa voter,1631,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1764usa voter,1631,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0
1764usa voter,1631,3,1,0,1,0,1,0,0,1,0,0,1,0,1,1
1765usa voter,1632,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1765usa voter,1632,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1
1765usa voter,1632,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0
1765usa voter,1632,2,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1765usa voter,1632,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1765usa voter,1632,3,1,0,1,0,1,0,0,0,1,1,0,0,0,1
1766usa voter,1633,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1766usa voter,1633,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1
1766usa voter,1633,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0
1766usa voter,1633,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1766usa voter,1633,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1766usa voter,1633,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1767usa voter,1634,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1767usa voter,1634,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1767usa voter,1634,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1
1767usa voter,1634,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1767usa voter,1634,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1767usa voter,1634,3,0,0,0,0,0,1,0,1,0,0,1,0,1,0
1768usa voter,1635,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1
1768usa voter,1635,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1
1768usa voter,1635,2,1,0,1,0,0,0,0,0,1,0,1,0,1,0
1768usa voter,1635,2,0,1,0,0,0,0,1,0,0,1,0,1,0,1
1768usa voter,1635,3,0,0,0,0,0,1,1,0,0,0,0,0,1,1
1768usa voter,1635,3,1,1,0,0,1,0,1,0,0,1,0,0,1,0
1769usa voter,1636,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1769usa voter,1636,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0
1769usa voter,1636,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1
1769usa voter,1636,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1769usa voter,1636,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1769usa voter,1636,3,1,0,0,1,1,0,0,1,0,0,0,0,1,1
1770usa voter,1637,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
1770usa voter,1637,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1
1770usa voter,1637,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0
1770usa voter,1637,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1770usa voter,1637,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1770usa voter,1637,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1
1771usa voter,1638,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1771usa voter,1638,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0
1771usa voter,1638,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1771usa voter,1638,2,0,1,0,0,1,0,0,0,0,0,1,0,1,1
1771usa voter,1638,3,0,0,0,1,0,1,0,1,0,1,0,0,1,1
1771usa voter,1638,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0
1772usa voter,1639,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1772usa voter,1639,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0
1772usa voter,1639,2,1,0,0,1,0,1,0,0,0,0,1,0,1,1
1772usa voter,1639,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0
1772usa voter,1639,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1772usa voter,1639,3,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1773usa voter,1640,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1773usa voter,1640,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1773usa voter,1640,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1773usa voter,1640,2,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1773usa voter,1640,3,1,0,0,1,1,0,0,0,1,0,0,0,0,1
1773usa voter,1640,3,0,0,0,0,1,0,1,0,0,1,0,1,0,1
1774usa voter,1641,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1774usa voter,1641,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1
1774usa voter,1641,2,1,1,0,0,0,1,1,0,0,0,1,1,0,0
1774usa voter,1641,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1774usa voter,1641,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1774usa voter,1641,3,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1775usa voter,1642,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1775usa voter,1642,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1775usa voter,1642,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1775usa voter,1642,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1775usa voter,1642,3,1,1,0,0,1,0,0,0,1,1,0,0,0,1
1775usa voter,1642,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1776usa voter,1643,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1776usa voter,1643,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
1776usa voter,1643,2,0,1,0,0,0,1,0,1,0,0,1,1,0,1
1776usa voter,1643,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0
1776usa voter,1643,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1776usa voter,1643,3,1,0,0,0,0,1,1,0,0,0,0,0,1,1
1777usa voter,1644,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1777usa voter,1644,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1777usa voter,1644,2,1,0,0,1,0,1,0,1,0,0,1,1,0,1
1777usa voter,1644,2,0,0,0,1,0,1,0,0,0,0,1,0,1,1
1777usa voter,1644,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1777usa voter,1644,3,0,0,1,0,1,0,1,0,0,0,0,0,1,1
1778usa voter,1645,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1778usa voter,1645,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1778usa voter,1645,2,1,0,0,1,1,0,0,1,0,1,0,0,0,1
1778usa voter,1645,2,0,0,0,1,1,0,1,0,0,0,0,0,1,0
1778usa voter,1645,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1778usa voter,1645,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1779usa voter,1646,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1
1779usa voter,1646,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0
1779usa voter,1646,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1779usa voter,1646,3,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1780usa voter,1647,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1780usa voter,1647,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1
